ðiː the
əˈdɪʃ.ən.əl.i additionally
ˈsʌf.ɚ suffer
ˈfel.oʊ.ʃɪp fellowship
ɪnˈvæl.ɪd invalid
ˈmɑːr.ʃəl martial
vɪkˈtɔːr.i.ən victorian
rɪˈteɪn retain
ˈek.sə.kjuːt execute
ˈtʌn.əl tunnel
kæmˈboʊ.di.ə cambodia
ˈkeɪ.ɑːs chaos
ˌlɪθ.juˈeɪ.ni.ə lithuania
wiːt wheat
əbˈteɪn obtaining
ˈbiː.vɚ beaver
ʌpˈdeɪt updating
dɪˈstrɪb.juːt distribute
ˈdek.ər.ə.t̬ɪv decorative
kənˈfjuːzd confused
kəmˈpaɪ.lɚ compiler
ɪnˈlɑːrdʒ.mənt enlargement
ˈbeɪ.sɪz bases
biː bee
ˈjuː.nə.t̬i unity
laʊd loud
kənˈdʒʌŋk.ʃən conjunction
braɪd bride
ɪnˈdɪdʒ.ə.nəs indigenous
bɪˈɡʌn begun
bruˈnet brunette
ˈæŋ.kɚ anchor
ˌvæl.əˈdeɪ.ʃən validation
pəˈreɪd parade
kəˈrʌp.ʃən corruption
stæt stat
ˈtrɪɡ.ɚ trigger
kəˈles.tə.rɑːl cholesterol
ˈɡæð.ɚ gathered
ˈes.ɪks essex
sloʊˈviː.ni.ə slovenia
ˈnoʊ.t̬ə.faɪ notified
ˌdɪf.əˈren.ʃəl differential
drəˈmæt̬.ɪk dramatic
ˈter.ə.bəl terrible
ˈpen.dənt pendant
ˈbæp.tɪst baptist
ˈsaɪən.tɪst scientist
ˈhaɪr.ɪŋ hiring
ɑːrˈθraɪ.t̬əs arthritis
ˌnev.ɚ.ðəˈles nevertheless
tækˈseɪ.ʃən taxation
ˈfiː.vɚ fever
kwɪˈziːn cuisine
ˈʃʊr.li surely
ˈtræn.skrɪpt transcript
ˈmaɪ.speɪs myspace
ˈθiː.rəm theorem
ɪnˈfleɪ.ʃən inflation
ðiː thee
ˌenˈbiː nb
preɪ pray
ˈstaɪ.ləs stylus
poʊp pope
kənˈtrækt contracting
ˈtɑːp.ləs topless
ˈstrʌk.tʃɚd structured
ˈriː.zən.ə.bli reasonably
dʒiːp jeep
ber bare
hʌŋ hung
ˈkæt̬.əl cattle
ˌem.biːˈeɪ mba
ˈræd.ɪ.kəl radical
ˈroʊ.vɚ rover
ˈtreʒ.ɚ treasure
ˌriːˈloʊd reload
fleɪm flame
əˈsuːm assuming
ˈmʌn.ə.tri monetary
ˈel.dɚ.li elderly
pɪt pit
ˈmɑː.noʊ mono
ˈfloʊ.t̬ɪŋ floating
ɪkˈstrɔːr.dən.er.i extraordinary
taɪl tile
ˈɪn.də.keɪt indicating
bəˈlɪv.i.ə bolivia
spel spell
koʊˈɔːr.dən.eɪt coordinate
kuːˈweɪt kuwait
ɪkˈskluː.sɪv.li exclusively
əˈledʒd alleged
ˌlɪm.əˈteɪ.ʃən limitation
ˈwaɪd.skriːn widescreen
kəmˈpaɪl compile
skwɝːt squirting
strʌk struck
ˈɑrˈeks rx
ˌɪl.əˈstreɪ.ʃən illustration
kənˈstrʌkt construct
ˈbraɪ.dəl bridal
ænˈeks annex
ˌdʒiː.esˈem gsm
ˌɪn.spəˈreɪ.ʃən inspiration
ˈtraɪ.bəl tribal
ˈkjʊr.i.əs curious
əˈfek.tɪŋ affecting
freɪt freight
ˈriː.beɪt rebate
ɪˈklɪps eclipse
suːˈdɑːn sudan
ˈdaʊn.loʊd downloading
ˈʃʌt̬.əl shuttle
ˈæɡ.rə.ɡət aggregate
ˈstʌn.ɪŋ stunning
dɪˈtekt detect
ˈæk.tɪv.li actively
tʃaʊ ciao
niː knee
prep prep
ˌpiːˈbiː pb
ˈkɑːm.plə.keɪ.t̬ɪd complicated
ˈbʌt.lɚ butler
ˈɪn.dʒɚd injured
ˈdek.ər.eɪt decorating
ˈpeɪ.roʊl payroll
tʌn ton
ˈkʊr.i.ɚ courier
ʌpˈloʊd uploaded
ˈʃeɪk.spɪr shakespeare
kəˈlæps collapse
əˈmer·ɪ·kəz americas
ʌnˈlaɪ.kli unlikely
ɡɪf gif
ˈtek.noʊ techno
ˈbev.ɚ.ɪdʒ beverage
ˈtrɪb.juːt tribute
waɪrd wired
ɪˈmjuːn immune
ˈlæt.vi.ə latvia
ˈfɔːr.ə.stri forestry
kænt cant
ˈrer.li rarely
ɪnˈfek.tɪd infected
ˈdʒen.ə.sɪs genesis
ˈber.i.ɚ barrier
ˈɑːrɡ.juː argue
ˌɪn.kəˈrekt incorrect
ˈbaɪ.sə.kəl bicycle
ˈfɝː.nɪ.ʃɪŋz furnishings
ˈlet̬.ɪŋ letting
əˈraɪz arise
ˌɡwɑː.t̬əˈmɑː.lə guatemala
ˈkel.tɪk celtic
ˌðerˈbaɪ thereby
ˈpɑːr.t̬ə.kəl particle
pɚ- perception
ədˈvaɪz advise
hjuːˈmɪd.ə.t̬i humidity
ˈbɑːk.sɪŋ boxing
ˌdiːˈem dm
bæŋˈkɑːk bangkok
ˈren.ə.sɑːns renaissance
pəˈθɑː.lə.dʒi pathology
brɑː bra
ˈɔːr.dən.əns ordinance
bɪtʃ bitch
tʃes chess
ˈbrɪz.bən brisbane
kənˈfɪɡ.jɚ configured
sɚˈvaɪv survive
ˈɑː.skɚ oscar
dʌk duck
rɪˈviːl reveal
kəˈnæl canal
faɪ phi
kənˈtrɪb.juːt contributing
kaʊ cow
ˌmæn.əˈtoʊ.bə manitoba
ˌæn.əˈlɪt̬.ɪ.kəl analytical
ˈlaɪ.ɪŋ lying
strɪkt strict
daɪv dive
ˌsɝː.kjəˈleɪ.ʃən circulation
drɪl drill
əˈfens offense
ˈθriː.səm threesome
ˈproʊ.test protest
əˈsʌmp.ʃən assumption
ˈhɑː.bi hobby
ɪnˈven.ʃən invention
ˈnɪk.neɪm nickname
ˈfiː.dʒiː fiji
tekˈnɪʃ.ən technician
ˈɪn.laɪn inline
ˈwɑː.ʃɪŋ washing
ˈstæf.ɪŋ staffing
ˈkɑːɡ.nə.t̬ɪv cognitive
ɪkˈsplɔːr exploring
trɪk trick
ˈɪn.kwə.ri enquiry
ˈkloʊ.ʒɚ closure
reɪd raid
ˈtɪm.bɚ timber
voʊlt volt
ɪnˈtens intense
dɪv div
ˈpleɪ.lɪst playlist
ˈredʒ.ə.strɑːr registrar
ˈruː.lɪŋ ruling
ˈsted.i steady
dɝːt dirt
wɪðˈdrɑː.əl withdrawal
prɪˈdɪkt predicted
sæsˈkætʃ.ə.wɑːn saskatchewan
ˌkæn.səlˈeɪ.ʃən cancellation
skruː screw
ˈpʌb.lɪ.kli publicly
ˈaʊr.li hourly
bleɪm blame
ˈvet.ər.ə.ner.i veterinary
ˈeɪ.sɚ acer
hænd handed
ˈsʌf.ɚ suffered
ˈɪn.teɪk intake
ɪnˈfɔːr.məl informal
ˈrel.ə.vəns relevance
ɪnˈsen.t̬ɪv incentive
ˈbʌt̬.ɚ.flaɪ butterfly
məˈkæn·ɪks mechanics
ˈhev.əl.i heavily
ˈfɪf.ti fifty
nuːˈmer.ɪ.kəl numerical
ɡiːk geek
ˈʌŋ.kəl uncle
dɪˈfaɪn defining
kaʊnt counting
rɪˈflek.ʃən reflection
sɪŋk sink
əˈkʌm.pə.ni accompanied
əˈʃʊr assure
ˌɪn.vəˈteɪ.ʃən invitation
dɪˈvoʊ.t̬ɪd devoted
ˈsoʊ.di.əm sodium
ˈræn.di randy
ˌspɪr.ə.tʃuˈæl.ə.t̬i spirituality
ˈhɔːr.moʊn hormone
ˈmiːn.waɪl meanwhile
prəˈpraɪə.ter.i proprietary
brɪk brick
ɡrɪp grip
ˈneɪ.vəl naval
ˌmed.iˈiː.vəl medieval
ˈpɔːr.səl.ɪn porcelain
ˈkæp.tʃɚ captured
wɑːt watt
ˈdiː.sənt decent
trænsˈleɪt translated
ˈʃɔːrt.li shortly
ˈwɔːr.i.ɚ warrior
dɪˈploʊ.mə diploma
ˈkæb.ɪn cabin
ˈɪn.ə.sənt innocent
kənˈsen.səs consensus
ˈpoʊ.loʊ polo
ˈvæl.i.əm valium
ˈkɑː.pi copying
dɪˈlɪv.ɚ delivering
ˈkɔːrd.ləs cordless
hɔːrn horn
juːˈɡæn.də uganda
ˈdʒɝː.nə.lɪ.zəm journalism
ˌpiːˈdiː pd
ˈtrɪv.i.ə trivia
frɑːɡ frog
ˈɡræm.ɚ grammar
ɪnˈten.ʃən intention
ˈsɪr.i.ə syria
ˌdɪs.əˈɡriː disagree
ˈhæz.ɚd hazard
ˈret.roʊ retro
ˈliː.oʊ leo
ˈsteɪt.waɪd statewide
ˌsem.i.kənˈdʌk.tɚ semiconductor
ˈsɝː.kjə.lɚ circular
ˈæŋ.ɡɚ anger
ˌdiː.aɪˈwaɪ diy
ˈmeɪn.lænd mainland
ˌɪn.t̬ɚˈækt interact
snæp snap
ˈhæp.i.nəs happiness
səbˈstæn.ʃəl.i substantially
bəˈzɑːr bizarre
ˈrɪb.ən ribbon
doʊ doe
ˈdʒeɪ.peɡ jpeg
kənˈdʌkt conducting
kɪs kissing
ˈhæn.di handy
swɑːp swap
ɪɡˈzempt exempt
əˈkɑːm.plɪʃt accomplished
dʒiˈɑː.mə.tri geometry
ɪmˈpreʃ.ən impression
æbz abs
sloʊˈvæk.i.ə slovakia
flɪp flip
ɡɪld guild
ˌkɔːr.əˈleɪ.ʃən correlation
ˈɡɔːr.dʒəs gorgeous
ˈkæp.ə.t̬əl capitol
sɪm sim
ˌɑːr.enˈeɪ rna
bɑːrˈbeɪ.doʊs barbados
ˈnɝː.vəs nervous
rɪˈfjuːz refuse
ˈfreɪ.ɡrəns fragrance
ˈrep.lɪ.kə replica
ˈplʌm.ɪŋ plumbing
ˈbrʌs.əlz  brussels
traɪb tribe
suːˈpɝːb superb
bʌz buzz
trænˈsper.ənt transparent
nuːk nuke
rɪd rid
ˈtrɪn.ə.t̬i trinity
ˈtʃɑːrl.stən charleston
ˈhæn.dəl handled
buːm boom
kɑːm calm
ˌɪn.əˈproʊ.pri.ət inappropriate
ɪɡˈzɑːst exhaust
kəmˈper comparing
ˌʃæŋˈhaɪ shanghai
ˈbɝː.t̬ən burton
voʊˈkeɪ.ʃən.əl vocational
ˈkɑː.pi copied
ˈfɑːr.mɪŋ farming
fɔːrk fork
ˈroʊ.lɚ roller
ˌɪn.trəˈduːs introducing
bætʃ batch
ˈɔːr.ɡən.aɪz organize
əˈpriː.ʃi.eɪt appreciated
ˈɑːl.tɚ alter
ˌlætˈiː.noʊ latino
ˈɡɑː.nə ghana
mɪks mixing
skɪld skilled
ˈfɪt̬.ɪd fitted
ˈhɑːr.mə.ni harmony
dɪˈstɪŋ.ɡwɪʃt distinguished
ˈæz.mə asthma
prəˈdʒek.tɪd projected
dɪˌvel.əpˈmen.t̬əl developmental
rɪp rip
ˈreɡjəleɪtɪd regulated
ˈtraɪ.æŋ.ɡəl triangle
əˈmend amend
ænˈtɪs.ə.peɪt anticipated
ˌɔːr.iˈen.t̬əl oriental
rɪˈwɔːrd reward
ˈzæm.bi.ə zambia
kəmˈpliːt completing
ˌdʒiː.em.biːˈeɪtʃ gmbh
ˈhaɪ.drə.dʒən hydrogen
sprɪnt sprint
ˈkɑːm.pɚ.ə.bəl comparable
tʃɪk chick
ˈæd.və.keɪt advocate
kənˈfjuː.ʒən confusion
treɪ tray
ˈdʒiː.noʊm genome
θɑːŋ thong
ˈmed.əl medal
ˈhɑːr.bɚ harbour
sɑːl sol
seɪdʒ sage
ˈvʌl.nɚ.ə.bəl vulnerable
əˈreɪndʒ arrange
ɑːrˈtɪs.tɪk artistic
bæt bat
ˈɑn·ərz honors
buːθ booth
ˈɪn.di indie
rɪˈflekt reflected
ˈjuː.nə.faɪd unified
briːd breed
dɪˈtek.tɚ detector
ɪɡˈnɔːr ignored
ˈpoʊ.lɚ polar
ˈfɑː.lən fallen
prəˈsaɪs precise
ˈsʌs.ɪks sussex
ˈres.pə.rə.tɔːr.i respiratory
ˈmeɪn.striːm mainstream
ˈɪn.vɔɪs invoice
ɪˈvæl.ju.eɪt evaluating
lɪp lip
ˈsʌb.kəˌmɪt.i subcommittee
sæp sap
ˈɡæð.ɚ gather
məˈtɝː.nə.t̬i maternity
kəˈloʊ.ni.əl colonial
fɔːrm forming
ˈem.bə.si embassy
keɪv cave
slaɪt slight
ˈproʊ.siːdz proceeds
ˌɪn.daɪˈrekt indirect
wʊl wool
əˈrest arrest
ˈvɑː.li.bɑːl volleyball
həˈraɪ.zən horizon
nuː nu
ˈdiːp.li deeply
ˈtuːl.bɑːks toolbox
ˌaɪ.siːˈtiː ict
məˈriː.nə marina
ˈpæt̬.i.oʊ patio
ˈtɑː.lɚ.əns tolerance
ˈsɝːfɪŋ surfing
ˌkriː.eɪˈt̬ɪv.ə.t̬i creativity
dɪˈskraɪb describing
ˈɑːp.tɪks optics
pɚˈsuː pursue
ˈlaɪt.nɪŋ lightning
ˌoʊ.vɚˈkʌm overcome
ɡræb grab
ɪnˈspek.tɚ inspector
əˈtrækt attract
dɪˈseɪ.bəl disable
sneɪk snake
səkˈsiːd succeed
uːps oops
rɪˈmaɪn.dɚ reminder
saɪ xi
sɝːtʃ searched
bɪˈheɪ.vjɚ.əl behavioral
ˈrɪv.ɚ.saɪd riverside
ɪˈnɪʃ.i.eɪt initiated
ˌker.iˈoʊ.ki karaoke
træp trap
ˈloʊn.li lonely
fuːl fool
nɑnˈprɑf·ɪt nonprofit
səˈspend suspended
ˌhɪrˈbaɪ hereby
əbˈzɝːv observe
ˈber.i berry
ˈkɑː.lɚ collar
ˌsaɪ.məlˈteɪ.ni.əs.li simultaneously
ˈreɪ.ʃəl racial
ˈɪn.t̬ə.ɡreɪt integrate
bɚˈmjuː.də bermuda
ˌsoʊ.siˈɑː.lə.dʒi sociology
ˈskriːn.ʃɑːt screenshot
ˈkɑːn.fə.dənt confident
rɪˈtriːv retrieved
əˈfɪʃ.əl.i officially
kənˈsɔːr.t̬i.əm consortium
ˈter.əs terrace
bækˈtɪr.i.ə bacteria
rɪˈplaɪ replied
ˈsiː.fuːd seafood
ˈpleɪ.bɔɪ playboy
ɔt ought
dɪˈlɪʃ.əs delicious
dʒeɪl jail
ˈseɪf.li safely
ˈfaɪ.naɪt finite
ˈkɪd.ni kidney
ˌpɪr.iˈɑː.dɪ.kəl.i periodically
ˈdʊr.ə.bəl durable
ˈæl.aɪd allied
ˈmɔɪs.tʃɚ moisture
hʌŋˈɡer.i.ən hungarian
ˈrɑː.stɚ roster
ˈjʊr.ə.ɡwaɪ uruguay
trænsˈfɔːrm transform
ˈtaɪ.mɚ timer
ˈtuː.nɪŋ tuning
ˈɡɑː.t̬ən gotten
ˈvedʒ.tə.bəl vegetable
vɝːs verse
hjuˈmæn·ɪ·t̬iz humanities
ˌɪn.dɪˈpen.dənt.li independently
ˈwɑːn.t̬ɪŋ wanting
ˈkʌs.tə.di custody
skrætʃ scratch
əˈlaɪn.mənt alignment
ˈmæs.tɚ.beɪt masturbating
ˈrɑː.kɪt rocket
aɪ aye
ˈbʊl.ɪt bullet
leɪs lace
ˈnæs.ti nasty
ˌvɪz.əˈbɪl.ə.t̬i visibility
ˈlæt̬.ə.tuːd latitude
ˈkɑːn.ʃəs.nəs consciousness
ˈtuː.mɚ tumor
ˈʌɡ.li ugly
ˈmɪs.trəs mistress
ɪnˈkaʊn.t̬ɚ encounter
hɑːrt hart
ˈæk.ses accessing
ˈfɔːr.t̬i forty
əˈtemp.tɪd attempted
kɑːl col
priːst priest
kjuː queue
træns trance
ləˈkɑːl locale
ˈbʌn.dəl bundle
ˈhæm.ɚ hammer
ɪnˈveɪ.ʒən invasion
ˈrʌn.ɚ runner
ədˈmɪn.ə.stɚ administered
ˈnoʊ.ʃən notion
meɪl mailed
ˈspel.ɪŋ spelling
ˈɑːrk.tɪk arctic
bɪˈniːθ beneath
ˈstreŋ.θən strengthen
dɪˈfend defend
ˈmed.ɪ.keɪd medicaid
ˌɪn.frəˈred infrared
ˈsev.ənθ seventh
welʃ welsh
ˈbel.i belly
əˈɡres.ɪv aggressive
ˈkwɔr·t̬ərz quarters
ˈstoʊ.lən stolen
ˈheɪ.ti haiti
dɪˈstɝːbd disturbed
ˈskʌlp.tʃɚ sculpture
ˈpɑː.li poly
fɪst fist
ˌmoʊ.t̬əˈveɪ.ʃən motivation
ˌfɑːr.məˈkɑː.lə.dʒi pharmacology
ˈfɪt̬.ɪŋ fitting
mɪr mere
kənˈsɪs.tənt.li consistently
ˈpaʊ.ɚ.pɔɪnt powerpoint
ˈsɝː.pləs surplus
ˈel.dɚ elder
ˈsɑː.nɪk sonic
dɪɡ dig
ˈtæk.si taxi
ˈpʌn.ɪʃ.mənt punishment
əˌpriː.ʃiˈeɪ.ʃən appreciation
ˈsʌb.sɪ.kwənt.li subsequently
ˌbel.əˈruːs belarus
næt nat
ˈzoʊ.nɪŋ zoning
ˈɡræv.ə.t̬i gravity
ˈprɑː.və.dəns providence
θʌm thumb
rɪˈstrɪk.ʃən restriction
ɪnˈkɔːr.pɚ.eɪt incorporate
ˈtreʒ.ɚ.ɚ treasurer
ˈes.əns essence
ˈflɔːr.ɪŋ flooring
ˈlaɪt.weɪt lightweight
ˌiː.θiˈoʊ.pi.ə ethiopia
ˈmaɪ.t̬i mighty
hjuːˈmæn.ə.t̬i humanity
trænˈskrɪp.ʃən transcription
rɪˈmem.bɚ remembered
ˈɡæl.ək.si galaxy
ˈsnæp.ʃɑːt snapshot
ˈker.ɪŋ caring
wɔːrn worn
sɪnˈθet̬.ɪk synthetic
ʃɑː shaw
ˌviːˈpiː vp
ˈtes.tə.mənt testament
ˈek.spoʊ expo
ˈdɑː.mə.nənt dominant
twɪst twist
spəˈsɪf.ɪks specifics
ˈstʌm.ək stomach
ˈpɑːr.ʃəl.i partially
ˈber.i buried
ˈnuː.bi newbie
ˈmɪn.ə.maɪz minimize
ræŋks ranks
ˈwɪl.dɚ.nəs wilderness
ˈdeɪ.bju debut
dɪˈnaɪ deny
əˈnæt̬.ə.mi anatomy
ˈspɑːn.sɚ.ʃɪp sponsorship
ˈhed.foʊnz headphones
ˈfræk.ʃən fraction
ˈtriː.oʊ trio
proʊˈsiːd proceeding
kjuːb cube
ʌnˈsɝː.tən.ti uncertainty
ˈbreɪk.daʊn breakdown
ˈmɑːr.kɚ marker
ˌriː.kənˈstrʌk.ʃən reconstruction
səbˈsɪd.i.er.i subsidiary
ˈkler.ə.t̬i clarity
ɪnˈkɝː.ɪ.dʒɪŋ encouraging
ˈfɝː.nɪʃt furnished
ˈmɑː.nə.koʊ monaco
ˈset̬.əld settled
ˈfoʊl.dɪŋ folding
ˈer.fer airfare
ˌben.əˈfɪʃ.əl beneficial
ˈvæk.siːn vaccine
bəˈliːz belize
kræp crap
feɪt fate
ˈprɑː.mɪs promised
ˈpen.i penny
roʊˈbʌst robust
ˈθret.ən threatened
ˈɡuː.i gui
ˈpɔːr.t̬ɚ porter
ˈdʒʌŋ.ɡəl jungle
ˌɑːrˈen rn
rɪˈspɑːnd responded
rɪm rim
zen zen
ˈaɪ.vɚ.i ivory
ˈæl.paɪn alpine
dɪs dis
prɪˈdɪk.ʃən prediction
ˈfæb.jə.ləs fabulous
ˌriːˈmɪks remix
ˈeɪ.li.əs alias
θɪˈsɔːr.əs thesaurus
ˌɪn.dəˈvɪdʒ.u.ə.li individually
ˈbæt̬.əl.fiːld battlefield
ˈlɪt̬.ɚ.əl.i literally
ˌiː.kəˈlɑː.dʒɪ.kəl ecological
spaɪs spice
ˈoʊ.vəl oval
ˈkuː.lɚ cooler
əˈpreɪ.zəl appraisal
ˈmer.ə.taɪm maritime
ˌpɪr.iˈɑː.dɪk periodic
ˈoʊ.vɚ.hed overhead
ˈæs.ki ascii
ˈprɑː.spekt prospect
ˈʃɪp.mənt shipment
ˈbriː.dɪŋ breeding
ˌdʒi.əˈɡræf.ɪ.kəl geographical
ˈdoʊ.nɚ donor
ˌmoʊ.zæmˈbiːk mozambique
ˈten.ʃən tension
træʃ trash
tɪr tier
ɝːl earl
ˈmæn.ɚ manor
ˈɑːn.və.loʊp envelope
ˈhoʊm.lænd homeland
ɪkˈskluːd excluded
ˈræp.ɪdz rapids
ˈdɪs.koʊ disco
ˈbeɪ.li bailey
ˈfɪn.ɪʃ finishing
ˈwel.ɪŋ.tən wellington
ˈɪnˌkʌm.ɪŋ incoming
bʊlˈɡer.i.ən bulgarian
ɪˈtɝː.nəl eternal
saɪt cite
ˌæb.əˈrɪdʒ.ən.əl aboriginal
rɪˈmɑːr.kə.bəl remarkable
roʊˈteɪ.ʃən rotation
prɪˈvent preventing
prəˈdʌk.tɪv productive
ˈbʊl.ə.vɑːrd boulevard
ˌdʒiː.diːˈpiː gdp
pɪɡ pig
ˈmet.rɪk metric
kəmˈplaɪ.ənt compliant
ˈmaɪ.nəs minus
ɪˌmædʒ.əˈneɪ.ʃən imagination
ˌriːˈfɝː.bɪʃt refurbished
ɑːrˈmiː.ni.ə armenia
ˈver.ɪd varied
ˈæk.tə.veɪt activated
ˈæk.trəs actress
mes mess
əˈsaɪn assign
lɪt lit
əˈkɑː.mə.deɪt accommodate
ɔːˈrɔːˈrɔːr.ə aurora
prɪˈmɪr premiere
ˈlen.dɚ lender
ʃeɪd shade
ˈkɔːr.əs chorus
ˈrɪð.əm rhythm
ˈdɪdʒ.ɪt digit
ˈɑːrɡ.juː argued
ˈdaɪ.ə.ter.i dietary
ˈsɪm.fə.ni symphony
ˈsʌd.ən sudden
əkˈsept accepting
priːˌsɪp.əˈteɪ.ʃən precipitation
ˈmær.ə.lɪn marilyn
ˌtiːˈbiː tb
ˈlɪr.ɪk lyric
ˌaɪ.səlˈeɪ.ʃən isolation
səˈsteɪnd sustained
əˈprɑːk.sə.mət approximate
roʊp rope
ˈræʃ.ən.əl rational
ˈproʊ.ɡræm.ɚ programmer
ˈtʃeɪm·bərz chambers
dʌmp dump
ˈwɔːr.mɪŋ warming
ˌɪn.kəmˈpliːt incomplete
ˈkrɑː.nɪ.kəl chronicle
ˈfaʊn.tən fountain
ˈtʃʌb.i chubby
ɡreɪv grave
ləˈdʒɪt̬.ə.mət legitimate
ˈbɝː.nɚ burner
ɪnˈves.tə.ɡeɪ.t̬ɚ investigator
ˈpleɪn.t̬ɪf plaintiff
ˈfɪn.ɪʃ finnish
ˈdʒen.t̬əl gentle
ˌbiːˈem bm
hoʊz hose
ˌmed.ə.tərˈeɪ.ni.ən mediterranean
ˈnaɪt.laɪf nightlife
ˈfʊt̬.ɪdʒ footage
ˈwɝː.ði worthy
ˌɑːn.trə.prəˈnɝː entrepreneur
ˈfriː.læns freelance
ˈduː.oʊ duo
ekˈses.ɪv excessive
ˈdev.ən devon
ˈskriːnˌseɪ.vɚ screensaver
rɪˈɡɑːrd regarded
ˌvæl.juˈeɪ.ʃən valuation
ˌʌn.ɪkˈspek.tɪd unexpected
ˈsɪɡ.ə.ret cigarette
fɑːɡ fog
ˌker.ək.təˈrɪs.tɪk characteristic
ˈlɑː.bi lobby
iˈdʒɪp.ʃən egyptian
tuːˈniː.ʒə tunisia
ˈaʊt.laɪn outlined
ˈkɑːn.sə.kwənt.li consequently
ˈhed.laɪn headline
triːt treating
pʌntʃ punch
ˈɡɑː.t̬ə gotta
ˈkaʊ.bɔɪ cowboy
ˈner.ə.t̬ɪv narrative
bɑːˈreɪn bahrain
əˈnɔːr.məs enormous
ˈkɑːr.mə karma
kənˈsɪst consist
ˌæk·əˈdem·ɪks academics
ˈkwɑːn.t̬ə.teɪ.t̬ɪv quantitative
ˈsʌb.dɪˌvɪʒ.ən subdivision
ˌviː.aɪˈpiː vip
dɪˈfiːt defeat
dɪˈstɪŋk.ʃən distinction
hɑːnˈdʊr.əs honduras
ˈnɑː.t̬i naughty
ɪnˈʃʊrd insured
ˈlaɪv.stɑːk livestock
ɪɡˈzemp.ʃən exemption
ˈten.ənt tenant
səˌsteɪ.nəˈbɪl.ə.t̬i sustainability
təˈtuː tattoo
ʃeɪk shake
ˈæl.dʒə.brə algebra
ˈhɑː.li holly
ˈsɪl.i silly
nuːˈtrɪʃ.ən.əl nutritional
jeɪ yea
ˈmɝː.si mercy
ˈfriː.li freely
ˈsʌn.raɪz sunrise
ˈræp.ɪŋ wrapping
maɪld mild
fɝː fur
ˌnɪk.ərˈæɡˈrɑːɡ.wə nicaragua
ˈtaɪm.laɪn timeline
tɑːr tar
ˈred.əl.i readily
əˌfɪl.iˈeɪ.ʃən affiliation
fens fence
ˈnuː.dɪst nudist
ˈɪn.fə.nət infinite
daɪˈæn.ə diana
klæn clan
ˈliː.ɡəl.i legally
ʃeɪm shame
ˌsæt̬.ɪsˈfæk.tɚ.i satisfactory
ˌrev.əˈluː.ʃən.er.i revolutionary
sɪŋk sync
səˈvɪl.jən civilian
təˈlef.ə.ni telephony
ˈmeɪ.sə mesa
ˈfeɪ.t̬əl fatal
ˈrem.ə.di remedy
ˈbriː.ðɪŋ breathing
ˈbriːf.li briefly
ˈθɪk.nəs thickness
ˈɡræf·ɪ·kəl graphical
ˈdʒiː.ni.əs genius
dɪˈskʌs discussing
ˈer.oʊ.speɪs aerospace
ˈfaɪ.t̬ɚ fighter
ˈmiː.nɪŋ.fəl meaningful
fleʃ flesh
rɪˈtriːt retreat
əˈdæp.tɪd adapted
ˈber.li barely
werˈev.ɚ wherever
rʌɡ rug
ˈdem.ə.kræt democrat
ˈbɝː.oʊ borough
ˈfeɪ.lɪŋ failing
rɪˈteɪn retained
ˈmɑːr.bəl marble
ɪkˈstend extending
hʌl hull
ˈsɝː.i surrey
ˈbriː.fɪŋ briefing
əˌkred.əˈteɪ.ʃən accreditation
ˈblæk.ber.i blackberry
ˈhaɪ.lənd highland
ˌmed.əˈteɪ.ʃən meditation
ˈmɑː.dʒə.lɚ modular
ˈmaɪ.krə.foʊn microphone
ˌmæs.əˈdoʊ.ni.ə macedonia
kəmˈbaɪn combining
ˌɪn.strəˈmen.t̬əl instrumental
ˈɔːr.ɡən.aɪz organizing
ʃed shed
bəˈluːn balloon
ˈmem.oʊ memo
hæm ham
sɑːlv solved
taɪd tide
ˈkɑː.zəkˌstɑːn kazakhstan
həˈwaɪ.ən hawaiian
pɑːrˈtɪʃ.ən partition
ɪnˈvɪz.ə.bəl invisible
fʌŋk funk
kəˈtɑːr qatar
ˈmæɡ.nət magnet
ˈkeɪ.mən cayman
ˈdʒæɡ.wɑːr jaguar
rɪəl reel
ʃɪr sheer
kəˈmɑː.də.t̬i commodity
poʊz posing
ˌɑːrˈpiː rp
baɪnd bind
ˌθæŋksˈɡɪv.ɪŋ thanksgiving
rænd rand
ˈɝː.dʒənt urgent
ˈɡɑː.θɪk gothic
ˈsɪl.ɪn.dɚ cylinder
wɪtʃ witch
bʌk buck
ˌɪn.dəˈkeɪ.ʃən indication
eɪ eh
kənˌɡrætʃ·əˈleɪ·ʃənz congratulations
ˌtiː.biːˈeɪ tba
ˈpʌp.i puppy
ˈeɪ.kɚ acre
səˈraʊnd surround
rɪˈvendʒ revenge
ˈæk.wə aqua
kənˈsʌl.tən.si consultancy
ɪnˈdʒɔɪ enjoying
ˌiː.viːˈeɪ eva
pəˈtroʊl patrol
smel smell
pest pest
ˈkɑːr.nə.vəl carnival
ˈrʌf.li roughly
ˈstɪk.ɚ sticker
rɪˈspɑːnd responding
riːf reef
ˈfɪz.ɪ.kəl.i physically
dɪˈvaɪd divide
kənˈsek.jə.t̬ɪv consecutive
ˈsæt̬.ən satin
dɪˈzɝːv deserve
əˈtempt attempting
ˈproʊ.moʊ promo
ˈwɝː.id worried
ˈɡɑːr.bɪdʒ garbage
kəmˈpiːt competing
pəˈnɪn.sə.lə peninsula
ˈbɔː.rɪŋ boring
ˈskiː.mə schema
ˈsoʊ.fə sofa
